FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case.Fatality_Ratio
NA,,Mexico,Mexico,16/10/2020 04:24,19.4969,-99.7233,90369,10167,77422,2780,"Mexico, Mexico",518.5339048,11.25053945
NA,,Michoacan,Mexico,16/10/2020 04:24,19.5665,-101.7068,22601,1813,19867,921,"Michoacan, Mexico",468.3755816,8.021768948
NA,,Morelos,Mexico,16/10/2020 04:24,18.6813,-99.1013,6438,1144,4982,312,"Morelos, Mexico",314.9617085,17.76949363
NA,,Nayarit,Mexico,16/10/2020 04:24,21.7514,-104.8455,6398,801,5258,339,"Nayarit, Mexico",496.5190121,12.51953736
NA,,Nuevo Leon,Mexico,16/10/2020 04:24,25.5922,-99.9962,46308,3460,38662,4186,"Nuevo Leon, Mexico",825.4320337,7.471711151
NA,,Oaxaca,Mexico,16/10/2020 04:24,17.0732,-96.7266,19458,1562,16828,1068,"Oaxaca, Mexico",469.5924527,8.02754651
NA,,Puebla,Mexico,16/10/2020 04:24,19.0414,-98.2063,33591,4520,28269,802,"Puebla, Mexico",508.6115409,13.45598523
NA,,Queretaro,Mexico,16/10/2020 04:24,20.5888,-100.3899,10938,1094,8659,1185,"Queretaro, Mexico",479.8132334,10.00182849
NA,,Quintana Roo,Mexico,16/10/2020 04:24,19.1817,-88.4791,12863,1760,10736,367,"Quintana Roo, Mexico",746.4345174,13.68265568
NA,,San Luis Potosi,Mexico,16/10/2020 04:24,22.1565,-100.9855,25437,1825,22388,1224,"San Luis Potosi, Mexico",887.4996424,7.174588198
NA,,Sinaloa,Mexico,16/10/2020 04:24,25.1721,-107.4795,20394,3438,16214,742,"Sinaloa, Mexico",646.0597452,16.85789938
NA,,Sonora,Mexico,16/10/2020 04:24,29.2972,-110.3309,35949,3042,32106,801,"Sonora, Mexico",1169.170126,8.461987816
